PERMNO1,PERMNO2,p_value,alpha,beta,spread_sd
84788,41355,1.167412180136441e-07,0.9233962050890548,-0.6279242666755976,0.02746840706719342
14714,29612,2.9320216396060875e-07,1.8245294378026604,-3.9300695724471524,0.056001206447529685
48486,16692,9.937826928641625e-07,1.1008636192830514,1.8699895752703848,0.030175128663533182
48486,85663,1.887918306459985e-06,0.8222019656704748,1.4664087874194593,0.03761762702216878
70578,92585,7.153486257830754e-06,1.7316788177179545,-2.701563275126785,0.020025995821411575
89393,23111,7.851292550847866e-06,3.320597441759453,-6.801180070182216,0.044384831392069446
78975,13181,1.117000452715884e-05,0.7467656692033703,2.9115655451499056,0.03215765718617159
83534,13181,1.171187571828111e-05,0.8015372072605135,1.1104713666096673,0.036823925166730456
17676,30940,1.2755125063827948e-05,1.7116769446155031,-2.2643286454171627,0.03163995423732696
16304,29612,1.3987055639570528e-05,2.5977129916689194,-9.505918446328923,0.08085266158248955
48486,91378,1.3996040766404629e-05,3.2784907697575147,-7.681423431253588,0.03934694959603987
26710,13181,1.4253238719785868e-05,0.5400149069829038,1.7465745750363562,0.024616701125112377
90925,13181,1.4775628281380845e-05,0.7799335695004797,0.2247415298954285,0.03452881291118247
76605,10220,1.6226208708748275e-05,0.616160620521109,5.190317128420129,0.023102413846655425
84788,16692,1.6236372170189064e-05,0.8876126400605705,1.1791188403313664,0.02797559969528335
89895,92490,1.624544519385674e-05,0.9384843518071413,0.9056723552755864,0.01183630714426018
91952,93143,1.8304606274937022e-05,0.46283065083915403,2.268146057632287,0.0024035171310751394
78975,90925,2.4297328853400028e-05,0.9238024100728941,2.824171791348063,0.03260976151577464
48486,41355,2.806194637175827e-05,1.135590876987545,-0.3122577332210716,0.03658368578203243
93312,51625,3.514496784214942e-05,0.7731162418221855,0.8378386200709809,0.020883504697070208
